你好，李焕英,"主演：贾玲,张小斐,沈腾",上映时间：2021-02-12,9.5
阿凡达,"主演：萨姆·沃辛顿,佐伊·索尔达娜,米歇尔·罗德里格兹",上映时间：2010-01-04,9.3
波斯语课,"主演：纳威尔·佩雷兹·毕斯卡亚特,拉斯·艾丁格,莉奥妮·贝尼希",上映时间：2021-03-19,9.2
人潮汹涌,"主演：刘德华,肖央,万茜",上映时间：2021-02-12,9.1
哥斯拉大战金刚,"主演：哥斯拉,金刚,亚历山大·斯卡斯加德",上映时间：2021-03-26,9.0
寻龙传说,"主演：赵丽颖,凯莉·玛丽·陈,奥卡菲娜",上映时间：2021-03-05,9.0
熊出没·狂野大陆,"主演：张秉君,谭笑,张伟",上映时间：2021-02-12,8.9
唐人街探案3,"主演：王宝强,刘昊然,妻夫木聪",上映时间：2021-02-12,8.8
五尺天涯,"主演：海莉·露·理查森,科尔·斯普罗斯,莫伊塞斯·阿里亚斯",上映时间：2021-03-12,8.8
21座桥,"主演：查德维克·博斯曼,西耶娜·米勒,史蒂芬·詹姆士",上映时间：2021-03-19,8.7
